city,date,aqi,pm25,pm10,no2,so2,co,o3,month,day_of_week,day_of_year,aqi_lag_1,pm25_lag_1,aqi_lag_3,pm25_lag_3,aqi_lag_7,pm25_lag_7,aqi_roll_7
Hyderabad,2024-04-15,74.0,40.7,79.92,61.42,84.36,0.78,70.3,4,0,106,77.0,42.35,75.0,41.25,89.0,48.95,76.28571428571429
Hyderabad,2024-04-16,90.0,49.5,97.2,74.7,102.6,0.95,85.5,4,1,107,74.0,40.7,73.0,40.15,84.0,46.2,77.14285714285714
Hyderabad,2024-04-17,88.0,48.4,95.04,73.04,100.32,0.92,83.6,4,2,108,90.0,49.5,77.0,42.35,78.0,42.9,78.57142857142857
Hyderabad,2024-04-18,89.0,48.95,96.12,73.87,101.46,0.93,84.55,4,3,109,88.0,48.4,74.0,40.7,73.0,40.15,80.85714285714286
Hyderabad,2024-04-19,86.0,47.3,92.88,71.38,98.04,0.9,81.7,4,4,110,89.0,48.95,90.0,49.5,75.0,41.25,82.42857142857143
Hyderabad,2024-04-20,83.0,45.65,89.64,68.89,94.62,0.87,78.85,4,5,111,86.0,47.3,88.0,48.4,73.0,40.15,83.85714285714286
Hyderabad,2024-04-21,82.0,45.1,88.56,68.06,93.48,0.86,77.9,4,6,112,83.0,45.65,89.0,48.95,77.0,42.35,84.57142857142857
Hyderabad,2024-04-22,84.0,46.2,90.72,69.72,95.76,0.88,79.8,4,0,113,82.0,45.1,86.0,47.3,74.0,40.7,86.0
Hyderabad,2024-04-23,79.0,43.45,85.32,65.57,90.06,0.83,75.05,4,1,114,84.0,46.2,83.0,45.65,90.0,49.5,84.42857142857143
Hyderabad,2024-04-24,88.0,48.4,95.04,73.04,100.32,0.92,83.6,4,2,115,79.0,43.45,82.0,45.1,88.0,48.4,84.42857142857143
Hyderabad,2024-04-25,82.0,45.1,88.56,68.06,93.48,0.86,77.9,4,3,116,88.0,48.4,84.0,46.2,89.0,48.95,83.42857142857143
Hyderabad,2024-04-26,75.0,41.25,81.0,62.25,85.5,0.79,71.25,4,4,117,82.0,45.1,79.0,43.45,86.0,47.3,81.85714285714286
Hyderabad,2024-04-27,102.0,56.1,110.16,84.66,116.28,1.07,96.9,4,5,118,75.0,41.25,88.0,48.4,83.0,45.65,84.57142857142857
Hyderabad,2024-04-28,119.0,65.45,128.52,98.77,135.66,1.25,113.05,4,6,119,102.0,56.1,82.0,45.1,82.0,45.1,89.85714285714286
Hyderabad,2024-04-29,116.0,63.8,125.28,96.28,132.24,1.22,110.2,4,0,120,119.0,65.45,75.0,41.25,84.0,46.2,94.42857142857143
Hyderabad,2024-04-30,73.0,40.15,78.84,60.59,83.22,0.77,69.35,4,1,121,116.0,63.8,102.0,56.1,79.0,43.45,93.57142857142857
Hyderabad,2024-05-01,88.0,48.4,95.04,73.04,100.32,0.92,83.6,5,2,122,73.0,40.15,119.0,65.45,88.0,48.4,93.57142857142857
Hyderabad,2024-05-02,90.0,49.5,97.2,74.7,102.6,0.95,85.5,5,3,123,88.0,48.4,116.0,63.8,82.0,45.1,94.71428571428571
Hyderabad,2024-05-03,93.0,51.15,100.44,77.19,106.02,0.98,88.35,5,4,124,90.0,49.5,73.0,40.15,75.0,41.25,97.28571428571429
Hyderabad,2024-05-04,95.0,52.25,102.6,78.85,108.3,1.0,90.25,5,5,125,93.0,51.15,88.0,48.4,102.0,56.1,96.28571428571429
Hyderabad,2024-05-05,95.0,52.25,102.6,78.85,108.3,1.0,90.25,5,6,126,95.0,52.25,90.0,49.5,119.0,65.45,92.85714285714286
Hyderabad,2024-05-06,87.0,47.85,93.96,72.21,99.18,0.91,82.65,5,0,127,95.0,52.25,93.0,51.15,116.0,63.8,88.71428571428571
Hyderabad,2024-05-07,81.0,44.55,87.48,67.23,92.34,0.85,76.95,5,1,128,87.0,47.85,95.0,52.25,73.0,40.15,89.85714285714286
Hyderabad,2024-05-08,59.0,32.45,63.72,48.97,67.26,0.62,56.05,5,2,129,81.0,44.55,95.0,52.25,88.0,48.4,85.71428571428571
Hyderabad,2024-05-09,64.0,35.2,69.12,53.12,72.96,0.67,60.8,5,3,130,59.0,32.45,87.0,47.85,90.0,49.5,82.0
Hyderabad,2024-05-10,64.0,35.2,69.12,53.12,72.96,0.67,60.8,5,4,131,64.0,35.2,81.0,44.55,93.0,51.15,77.85714285714286
Hyderabad,2024-05-11,75.0,41.25,81.0,62.25,85.5,0.79,71.25,5,5,132,64.0,35.2,59.0,32.45,95.0,52.25,75.0
Hyderabad,2024-05-12,73.0,40.15,78.84,60.59,83.22,0.77,69.35,5,6,133,75.0,41.25,64.0,35.2,95.0,52.25,71.85714285714286
Hyderabad,2024-05-13,70.0,38.5,75.6,58.1,79.8,0.74,66.5,5,0,134,73.0,40.15,64.0,35.2,87.0,47.85,69.42857142857143
Hyderabad,2024-05-14,81.0,44.55,87.48,67.23,92.34,0.85,76.95,5,1,135,70.0,38.5,75.0,41.25,81.0,44.55,69.42857142857143
Hyderabad,2024-05-15,76.0,41.8,82.08,63.08,86.64,0.8,72.2,5,2,136,81.0,44.55,73.0,40.15,59.0,32.45,71.85714285714286
Hyderabad,2024-05-16,80.0,44.0,86.4,66.4,91.2,0.84,76.0,5,3,137,76.0,41.8,70.0,38.5,64.0,35.2,74.14285714285714
Hyderabad,2024-05-17,58.0,31.9,62.64,48.14,66.12,0.61,55.1,5,4,138,80.0,44.0,81.0,44.55,64.0,35.2,73.28571428571429
Hyderabad,2024-05-18,60.0,33.0,64.8,49.8,68.4,0.63,57.0,5,5,139,58.0,31.9,76.0,41.8,75.0,41.25,71.14285714285714
Hyderabad,2024-05-19,70.0,38.5,75.6,58.1,79.8,0.74,66.5,5,6,140,60.0,33.0,80.0,44.0,73.0,40.15,70.71428571428571
Hyderabad,2024-05-20,44.0,24.2,47.52,36.52,50.16,0.46,41.8,5,0,141,70.0,38.5,58.0,31.9,70.0,38.5,67.0
Hyderabad,2024-05-21,59.0,32.45,63.72,48.97,67.26,0.62,56.05,5,1,142,44.0,24.2,60.0,33.0,81.0,44.55,63.857142857142854
Hyderabad,2024-05-22,71.0,39.05,76.68,58.93,80.94,0.75,67.45,5,2,143,59.0,32.45,70.0,38.5,76.0,41.8,63.142857142857146
Hyderabad,2024-05-23,76.0,41.8,82.08,63.08,86.64,0.8,72.2,5,3,144,71.0,39.05,44.0,24.2,80.0,44.0,62.57142857142857
Hyderabad,2024-05-24,70.0,38.5,75.6,58.1,79.8,0.74,66.5,5,4,145,76.0,41.8,59.0,32.45,58.0,31.9,64.28571428571429
Hyderabad,2024-05-25,72.0,39.6,77.76,59.76,82.08,0.76,68.4,5,5,146,70.0,38.5,71.0,39.05,60.0,33.0,66.0
Hyderabad,2024-05-26,76.0,41.8,82.08,63.08,86.64,0.8,72.2,5,6,147,72.0,39.6,76.0,41.8,70.0,38.5,66.85714285714286
Hyderabad,2024-05-27,61.0,33.55,65.88,50.63,69.54,0.64,57.95,5,0,148,76.0,41.8,70.0,38.5,44.0,24.2,69.28571428571429
Hyderabad,2024-05-28,65.0,35.75,70.2,53.95,74.1,0.68,61.75,5,1,149,61.0,33.55,72.0,39.6,59.0,32.45,70.14285714285714
Hyderabad,2024-05-29,72.0,39.6,77.76,59.76,82.08,0.76,68.4,5,2,150,65.0,35.75,76.0,41.8,71.0,39.05,70.28571428571429
Hyderabad,2024-05-30,74.0,40.7,79.92,61.42,84.36,0.78,70.3,5,3,151,72.0,39.6,61.0,33.55,76.0,41.8,70.0
Hyderabad,2024-05-31,82.0,45.1,88.56,68.06,93.48,0.86,77.9,5,4,152,74.0,40.7,65.0,35.75,70.0,38.5,71.71428571428571
Hyderabad,2024-06-01,94.0,51.7,101.52,78.02,107.16,0.99,89.3,6,5,153,82.0,45.1,72.0,39.6,72.0,39.6,74.85714285714286
Hyderabad,2024-06-02,85.0,46.75,91.8,70.55,96.9,0.89,80.75,6,6,154,94.0,51.7,74.0,40.7,76.0,41.8,76.14285714285714
Hyderabad,2024-06-03,66.0,36.3,71.28,54.78,75.24,0.69,62.7,6,0,155,85.0,46.75,82.0,45.1,61.0,33.55,76.85714285714286
Hyderabad,2024-06-04,58.0,31.9,62.64,48.14,66.12,0.61,55.1,6,1,156,66.0,36.3,94.0,51.7,65.0,35.75,75.85714285714286
Hyderabad,2024-06-05,63.0,34.65,68.04,52.29,71.82,0.66,59.85,6,2,157,58.0,31.9,85.0,46.75,72.0,39.6,74.57142857142857
Hyderabad,2024-06-06,63.0,34.65,68.04,52.29,71.82,0.66,59.85,6,3,158,63.0,34.65,66.0,36.3,74.0,40.7,73.0
Hyderabad,2024-06-07,58.0,31.9,62.64,48.14,66.12,0.61,55.1,6,4,159,63.0,34.65,58.0,31.9,82.0,45.1,69.57142857142857
Hyderabad,2024-06-08,66.0,36.3,71.28,54.78,75.24,0.69,62.7,6,5,160,58.0,31.9,63.0,34.65,94.0,51.7,65.57142857142857
Hyderabad,2024-06-09,70.0,38.5,75.6,58.1,79.8,0.74,66.5,6,6,161,66.0,36.3,63.0,34.65,85.0,46.75,63.42857142857143
Hyderabad,2024-06-10,63.0,34.65,68.04,52.29,71.82,0.66,59.85,6,0,162,70.0,38.5,58.0,31.9,66.0,36.3,63.0
Hyderabad,2024-06-11,70.0,38.5,75.6,58.1,79.8,0.74,66.5,6,1,163,63.0,34.65,66.0,36.3,58.0,31.9,64.71428571428571
Hyderabad,2024-06-12,58.0,31.9,62.64,48.14,66.12,0.61,55.1,6,2,164,70.0,38.5,70.0,38.5,63.0,34.65,64.0
Hyderabad,2024-06-13,57.0,31.35,61.56,47.31,64.98,0.6,54.15,6,3,165,58.0,31.9,63.0,34.65,63.0,34.65,63.142857142857146
Hyderabad,2024-06-14,54.0,29.7,58.32,44.82,61.56,0.57,51.3,6,4,166,57.0,31.35,70.0,38.5,58.0,31.9,62.57142857142857
Hyderabad,2024-06-15,48.0,26.4,51.84,39.84,54.72,0.5,45.6,6,5,167,54.0,29.7,58.0,31.9,66.0,36.3,60.0
Hyderabad,2024-06-16,46.0,25.3,49.68,38.18,52.44,0.48,43.7,6,6,168,48.0,26.4,57.0,31.35,70.0,38.5,56.57142857142857
Hyderabad,2024-06-17,46.0,25.3,49.68,38.18,52.44,0.48,43.7,6,0,169,46.0,25.3,54.0,29.7,63.0,34.65,54.142857142857146
Hyderabad,2024-06-18,57.0,31.35,61.56,47.31,64.98,0.6,54.15,6,1,170,46.0,25.3,48.0,26.4,70.0,38.5,52.285714285714285
Hyderabad,2024-06-19,52.0,28.6,56.16,43.16,59.28,0.55,49.4,6,2,171,57.0,31.35,46.0,25.3,58.0,31.9,51.42857142857143
Hyderabad,2024-06-20,51.0,28.05,55.08,42.33,58.14,0.54,48.45,6,3,172,52.0,28.6,46.0,25.3,57.0,31.35,50.57142857142857
Hyderabad,2024-06-21,56.0,30.8,60.48,46.48,63.84,0.59,53.2,6,4,173,51.0,28.05,57.0,31.35,54.0,29.7,50.857142857142854
Hyderabad,2024-06-22,63.0,34.65,68.04,52.29,71.82,0.66,59.85,6,5,174,56.0,30.8,52.0,28.6,48.0,26.4,53.0
Hyderabad,2024-06-23,61.0,33.55,65.88,50.63,69.54,0.64,57.95,6,6,175,63.0,34.65,51.0,28.05,46.0,25.3,55.142857142857146
Hyderabad,2024-06-24,52.0,28.6,56.16,43.16,59.28,0.55,49.4,6,0,176,61.0,33.55,56.0,30.8,46.0,25.3,56.0
Hyderabad,2024-06-25,52.0,28.6,56.16,43.16,59.28,0.55,49.4,6,1,177,52.0,28.6,63.0,34.65,57.0,31.35,55.285714285714285
Hyderabad,2024-06-26,55.0,30.25,59.4,45.65,62.7,0.58,52.25,6,2,178,52.0,28.6,61.0,33.55,52.0,28.6,55.714285714285715
Hyderabad,2024-06-27,55.0,30.25,59.4,45.65,62.7,0.58,52.25,6,3,179,55.0,30.25,52.0,28.6,51.0,28.05,56.285714285714285
Hyderabad,2024-06-28,54.0,29.7,58.32,44.82,61.56,0.57,51.3,6,4,180,55.0,30.25,52.0,28.6,56.0,30.8,56.0
Hyderabad,2024-06-29,57.0,31.35,61.56,47.31,64.98,0.6,54.15,6,5,181,54.0,29.7,55.0,30.25,63.0,34.65,55.142857142857146
Hyderabad,2024-06-30,52.0,28.6,56.16,43.16,59.28,0.55,49.4,6,6,182,57.0,31.35,55.0,30.25,61.0,33.55,53.857142857142854
Hyderabad,2024-07-01,65.0,35.75,70.2,53.95,74.1,0.68,61.75,7,0,183,52.0,28.6,54.0,29.7,52.0,28.6,55.714285714285715
Hyderabad,2024-07-02,92.0,50.6,99.36,76.36,104.88,0.97,87.4,7,1,184,65.0,35.75,57.0,31.35,52.0,28.6,61.42857142857143
Hyderabad,2024-07-03,37.0,20.35,39.96,30.71,42.18,0.39,35.15,7,2,185,92.0,50.6,52.0,28.6,55.0,30.25,58.857142857142854
Hyderabad,2024-07-04,50.0,27.5,54.0,41.5,57.0,0.53,47.5,7,3,186,37.0,20.35,65.0,35.75,55.0,30.25,58.142857142857146
Hyderabad,2024-07-05,54.0,29.7,58.32,44.82,61.56,0.57,51.3,7,4,187,50.0,27.5,92.0,50.6,54.0,29.7,58.142857142857146
Hyderabad,2024-07-06,57.0,31.35,61.56,47.31,64.98,0.6,54.15,7,5,188,54.0,29.7,37.0,20.35,57.0,31.35,58.142857142857146
Hyderabad,2024-07-07,54.0,29.7,58.32,44.82,61.56,0.57,51.3,7,6,189,57.0,31.35,50.0,27.5,52.0,28.6,58.42857142857143
Hyderabad,2024-07-08,50.0,27.5,54.0,41.5,57.0,0.53,47.5,7,0,190,54.0,29.7,54.0,29.7,65.0,35.75,56.285714285714285
Hyderabad,2024-07-09,57.0,31.35,61.56,47.31,64.98,0.6,54.15,7,1,191,50.0,27.5,57.0,31.35,92.0,50.6,51.285714285714285
Hyderabad,2024-07-10,66.0,36.3,71.28,54.78,75.24,0.69,62.7,7,2,192,57.0,31.35,54.0,29.7,37.0,20.35,55.42857142857143
Hyderabad,2024-07-11,54.0,29.7,58.32,44.82,61.56,0.57,51.3,7,3,193,66.0,36.3,50.0,27.5,50.0,27.5,56.0
Hyderabad,2024-07-12,56.0,30.8,60.48,46.48,63.84,0.59,53.2,7,4,194,54.0,29.7,57.0,31.35,54.0,29.7,56.285714285714285
Hyderabad,2024-07-13,54.0,29.7,58.32,44.82,61.56,0.57,51.3,7,5,195,56.0,30.8,66.0,36.3,57.0,31.35,55.857142857142854
Hyderabad,2024-07-14,54.0,29.7,58.32,44.82,61.56,0.57,51.3,7,6,196,54.0,29.7,54.0,29.7,54.0,29.7,55.857142857142854
Hyderabad,2024-07-15,42.0,23.1,45.36,34.86,47.88,0.44,39.9,7,0,197,54.0,29.7,56.0,30.8,50.0,27.5,54.714285714285715
Hyderabad,2024-07-16,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,1,198,42.0,23.1,54.0,29.7,57.0,31.35,53.142857142857146
Hyderabad,2024-07-17,47.0,25.85,50.76,39.01,53.58,0.49,44.65,7,2,199,46.0,25.3,54.0,29.7,66.0,36.3,50.42857142857143
Hyderabad,2024-07-18,47.0,25.85,50.76,39.01,53.58,0.49,44.65,7,3,200,47.0,25.85,42.0,23.1,54.0,29.7,49.42857142857143
Hyderabad,2024-07-19,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,4,201,47.0,25.85,46.0,25.3,56.0,30.8,48.0
Hyderabad,2024-07-20,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,5,202,46.0,25.3,47.0,25.85,54.0,29.7,46.857142857142854
Hyderabad,2024-07-21,44.0,24.2,47.52,36.52,50.16,0.46,41.8,7,6,203,46.0,25.3,47.0,25.85,54.0,29.7,45.42857142857143
Hyderabad,2024-07-22,44.0,24.2,47.52,36.52,50.16,0.46,41.8,7,0,204,44.0,24.2,46.0,25.3,42.0,23.1,45.714285714285715
Hyderabad,2024-07-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,7,1,205,44.0,24.2,46.0,25.3,46.0,25.3,46.0
Hyderabad,2024-07-24,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,2,206,48.0,26.4,44.0,24.2,47.0,25.85,45.857142857142854
Hyderabad,2024-07-25,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,3,207,46.0,25.3,44.0,24.2,47.0,25.85,45.714285714285715
Hyderabad,2024-07-26,40.0,22.0,43.2,33.2,45.6,0.42,38.0,7,4,208,46.0,25.3,48.0,26.4,46.0,25.3,44.857142857142854
Hyderabad,2024-07-27,46.0,25.3,49.68,38.18,52.44,0.48,43.7,7,5,209,40.0,22.0,46.0,25.3,46.0,25.3,44.857142857142854
Hyderabad,2024-07-28,51.0,28.05,55.08,42.33,58.14,0.54,48.45,7,6,210,46.0,25.3,46.0,25.3,44.0,24.2,45.857142857142854
Hyderabad,2024-07-29,52.0,28.6,56.16,43.16,59.28,0.55,49.4,7,0,211,51.0,28.05,40.0,22.0,44.0,24.2,47.0
Hyderabad,2024-07-30,62.0,34.1,66.96,51.46,70.68,0.65,58.9,7,1,212,52.0,28.6,46.0,25.3,48.0,26.4,49.0
Hyderabad,2024-07-31,58.0,31.9,62.64,48.14,66.12,0.61,55.1,7,2,213,62.0,34.1,51.0,28.05,46.0,25.3,50.714285714285715
Hyderabad,2024-08-01,52.0,28.6,56.16,43.16,59.28,0.55,49.4,8,3,214,58.0,31.9,52.0,28.6,46.0,25.3,51.57142857142857
Hyderabad,2024-08-02,45.0,24.75,48.6,37.35,51.3,0.47,42.75,8,4,215,52.0,28.6,62.0,34.1,40.0,22.0,52.285714285714285
Hyderabad,2024-08-03,46.0,25.3,49.68,38.18,52.44,0.48,43.7,8,5,216,45.0,24.75,58.0,31.9,46.0,25.3,52.285714285714285
Hyderabad,2024-08-04,55.0,30.25,59.4,45.65,62.7,0.58,52.25,8,6,217,46.0,25.3,52.0,28.6,51.0,28.05,52.857142857142854
Hyderabad,2024-08-05,44.0,24.2,47.52,36.52,50.16,0.46,41.8,8,0,218,55.0,30.25,45.0,24.75,52.0,28.6,51.714285714285715
Hyderabad,2024-08-06,55.0,30.25,59.4,45.65,62.7,0.58,52.25,8,1,219,44.0,24.2,46.0,25.3,62.0,34.1,50.714285714285715
Hyderabad,2024-08-07,48.0,26.4,51.84,39.84,54.72,0.5,45.6,8,2,220,55.0,30.25,55.0,30.25,58.0,31.9,49.285714285714285
Hyderabad,2024-08-08,56.0,30.8,60.48,46.48,63.84,0.59,53.2,8,3,221,48.0,26.4,44.0,24.2,52.0,28.6,49.857142857142854
Hyderabad,2024-08-09,59.0,32.45,63.72,48.97,67.26,0.62,56.05,8,4,222,56.0,30.8,55.0,30.25,45.0,24.75,51.857142857142854
Hyderabad,2024-08-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,8,5,223,59.0,32.45,48.0,26.4,46.0,25.3,53.142857142857146
Hyderabad,2024-08-11,57.0,31.35,61.56,47.31,64.98,0.6,54.15,8,6,224,55.0,30.25,56.0,30.8,55.0,30.25,53.42857142857143
Hyderabad,2024-08-12,56.0,30.8,60.48,46.48,63.84,0.59,53.2,8,0,225,57.0,31.35,59.0,32.45,44.0,24.2,55.142857142857146
Hyderabad,2024-08-13,68.0,37.4,73.44,56.44,77.52,0.71,64.6,8,1,226,56.0,30.8,55.0,30.25,55.0,30.25,57.0
Hyderabad,2024-08-14,75.0,41.25,81.0,62.25,85.5,0.79,71.25,8,2,227,68.0,37.4,57.0,31.35,48.0,26.4,60.857142857142854
Hyderabad,2024-08-15,82.0,45.1,88.56,68.06,93.48,0.86,77.9,8,3,228,75.0,41.25,56.0,30.8,56.0,30.8,64.57142857142857
Hyderabad,2024-08-16,72.0,39.6,77.76,59.76,82.08,0.76,68.4,8,4,229,82.0,45.1,68.0,37.4,59.0,32.45,66.42857142857143
Hyderabad,2024-08-17,57.0,31.35,61.56,47.31,64.98,0.6,54.15,8,5,230,72.0,39.6,75.0,41.25,55.0,30.25,66.71428571428571
Hyderabad,2024-08-18,65.0,35.75,70.2,53.95,74.1,0.68,61.75,8,6,231,57.0,31.35,82.0,45.1,57.0,31.35,67.85714285714286
Hyderabad,2024-08-19,59.0,32.45,63.72,48.97,67.26,0.62,56.05,8,0,232,65.0,35.75,72.0,39.6,56.0,30.8,68.28571428571429
Hyderabad,2024-08-20,57.0,31.35,61.56,47.31,64.98,0.6,54.15,8,1,233,59.0,32.45,57.0,31.35,68.0,37.4,66.71428571428571
Hyderabad,2024-08-21,63.0,34.65,68.04,52.29,71.82,0.66,59.85,8,2,234,57.0,31.35,65.0,35.75,75.0,41.25,65.0
Hyderabad,2024-08-22,68.0,37.4,73.44,56.44,77.52,0.71,64.6,8,3,235,63.0,34.65,59.0,32.45,82.0,45.1,63.0
Hyderabad,2024-08-23,51.0,28.05,55.08,42.33,58.14,0.54,48.45,8,4,236,68.0,37.4,57.0,31.35,72.0,39.6,60.0
Hyderabad,2024-08-24,54.0,29.7,58.32,44.82,61.56,0.57,51.3,8,5,237,51.0,28.05,63.0,34.65,57.0,31.35,59.57142857142857
Hyderabad,2024-08-25,44.0,24.2,47.52,36.52,50.16,0.46,41.8,8,6,238,54.0,29.7,68.0,37.4,65.0,35.75,56.57142857142857
Hyderabad,2024-08-26,53.0,29.15,57.24,43.99,60.42,0.56,50.35,8,0,239,44.0,24.2,51.0,28.05,59.0,32.45,55.714285714285715
Hyderabad,2024-08-27,52.0,28.6,56.16,43.16,59.28,0.55,49.4,8,1,240,53.0,29.15,54.0,29.7,57.0,31.35,55.0
Hyderabad,2024-08-28,56.0,30.8,60.48,46.48,63.84,0.59,53.2,8,2,241,52.0,28.6,44.0,24.2,63.0,34.65,54.0
Hyderabad,2024-08-29,52.0,28.6,56.16,43.16,59.28,0.55,49.4,8,3,242,56.0,30.8,53.0,29.15,68.0,37.4,51.714285714285715
Hyderabad,2024-08-30,57.0,31.35,61.56,47.31,64.98,0.6,54.15,8,4,243,52.0,28.6,52.0,28.6,51.0,28.05,52.57142857142857
Hyderabad,2024-08-31,58.0,31.9,62.64,48.14,66.12,0.61,55.1,8,5,244,57.0,31.35,56.0,30.8,54.0,29.7,53.142857142857146
Hyderabad,2024-09-01,48.0,26.4,51.84,39.84,54.72,0.5,45.6,9,6,245,58.0,31.9,52.0,28.6,44.0,24.2,53.714285714285715
Hyderabad,2024-09-02,122.0,67.1,131.76,101.26,139.08,1.28,115.9,9,0,246,48.0,26.4,57.0,31.35,53.0,29.15,63.57142857142857
Hyderabad,2024-09-03,53.0,29.15,57.24,43.99,60.42,0.56,50.35,9,1,247,122.0,67.1,58.0,31.9,52.0,28.6,63.714285714285715
Hyderabad,2024-09-04,47.0,25.85,50.76,39.01,53.58,0.49,44.65,9,2,248,53.0,29.15,48.0,26.4,56.0,30.8,62.42857142857143
Hyderabad,2024-09-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,9,3,249,47.0,25.85,122.0,67.1,52.0,28.6,62.285714285714285
Hyderabad,2024-09-06,50.0,27.5,54.0,41.5,57.0,0.53,47.5,9,4,250,51.0,28.05,53.0,29.15,57.0,31.35,61.285714285714285
Hyderabad,2024-09-07,52.0,28.6,56.16,43.16,59.28,0.55,49.4,9,5,251,50.0,27.5,47.0,25.85,58.0,31.9,60.42857142857143
Hyderabad,2024-09-08,52.0,28.6,56.16,43.16,59.28,0.55,49.4,9,6,252,52.0,28.6,51.0,28.05,48.0,26.4,61.0
Hyderabad,2024-09-09,57.0,31.35,61.56,47.31,64.98,0.6,54.15,9,0,253,52.0,28.6,50.0,27.5,122.0,67.1,51.714285714285715
Hyderabad,2024-09-10,55.0,30.25,59.4,45.65,62.7,0.58,52.25,9,1,254,57.0,31.35,52.0,28.6,53.0,29.15,52.0
Hyderabad,2024-09-11,51.0,28.05,55.08,42.33,58.14,0.54,48.45,9,2,255,55.0,30.25,52.0,28.6,47.0,25.85,52.57142857142857
Hyderabad,2024-09-12,56.0,30.8,60.48,46.48,63.84,0.59,53.2,9,3,256,51.0,28.05,57.0,31.35,51.0,28.05,53.285714285714285
Hyderabad,2024-09-13,62.0,34.1,66.96,51.46,70.68,0.65,58.9,9,4,257,56.0,30.8,55.0,30.25,50.0,27.5,55.0
Hyderabad,2024-09-14,67.0,36.85,72.36,55.61,76.38,0.7,63.65,9,5,258,62.0,34.1,51.0,28.05,52.0,28.6,57.142857142857146
Hyderabad,2024-09-15,66.0,36.3,71.28,54.78,75.24,0.69,62.7,9,6,259,67.0,36.85,56.0,30.8,52.0,28.6,59.142857142857146
Hyderabad,2024-09-16,58.0,31.9,62.64,48.14,66.12,0.61,55.1,9,0,260,66.0,36.3,62.0,34.1,57.0,31.35,59.285714285714285
Hyderabad,2024-09-17,68.0,37.4,73.44,56.44,77.52,0.71,64.6,9,1,261,58.0,31.9,67.0,36.85,55.0,30.25,61.142857142857146
Hyderabad,2024-09-18,72.0,39.6,77.76,59.76,82.08,0.76,68.4,9,2,262,68.0,37.4,66.0,36.3,51.0,28.05,64.14285714285714
Hyderabad,2024-09-19,78.0,42.9,84.24,64.74,88.92,0.82,74.1,9,3,263,72.0,39.6,58.0,31.9,56.0,30.8,67.28571428571429
Hyderabad,2024-09-20,79.0,43.45,85.32,65.57,90.06,0.83,75.05,9,4,264,78.0,42.9,68.0,37.4,62.0,34.1,69.71428571428571
Hyderabad,2024-09-21,64.0,35.2,69.12,53.12,72.96,0.67,60.8,9,5,265,79.0,43.45,72.0,39.6,67.0,36.85,69.28571428571429
Hyderabad,2024-09-22,59.0,32.45,63.72,48.97,67.26,0.62,56.05,9,6,266,64.0,35.2,78.0,42.9,66.0,36.3,68.28571428571429
Hyderabad,2024-09-23,66.0,36.3,71.28,54.78,75.24,0.69,62.7,9,0,267,59.0,32.45,79.0,43.45,58.0,31.9,69.42857142857143
Hyderabad,2024-09-24,62.0,34.1,66.96,51.46,70.68,0.65,58.9,9,1,268,66.0,36.3,64.0,35.2,68.0,37.4,68.57142857142857
Hyderabad,2024-09-25,58.0,31.9,62.64,48.14,66.12,0.61,55.1,9,2,269,62.0,34.1,59.0,32.45,72.0,39.6,66.57142857142857
Hyderabad,2024-09-26,56.0,30.8,60.48,46.48,63.84,0.59,53.2,9,3,270,58.0,31.9,66.0,36.3,78.0,42.9,63.42857142857143
Hyderabad,2024-09-27,49.0,26.95,52.92,40.67,55.86,0.51,46.55,9,4,271,56.0,30.8,62.0,34.1,79.0,43.45,59.142857142857146
Hyderabad,2024-09-28,54.0,29.7,58.32,44.82,61.56,0.57,51.3,9,5,272,49.0,26.95,58.0,31.9,64.0,35.2,57.714285714285715
Hyderabad,2024-09-29,63.0,34.65,68.04,52.29,71.82,0.66,59.85,9,6,273,54.0,29.7,56.0,30.8,59.0,32.45,58.285714285714285
Hyderabad,2024-09-30,61.0,33.55,65.88,50.63,69.54,0.64,57.95,9,0,274,63.0,34.65,49.0,26.95,66.0,36.3,57.57142857142857
Hyderabad,2024-10-01,76.0,41.8,82.08,63.08,86.64,0.8,72.2,10,1,275,61.0,33.55,54.0,29.7,62.0,34.1,59.57142857142857
Hyderabad,2024-10-02,61.0,33.55,65.88,50.63,69.54,0.64,57.95,10,2,276,76.0,41.8,63.0,34.65,58.0,31.9,60.0
Hyderabad,2024-10-03,65.0,35.75,70.2,53.95,74.1,0.68,61.75,10,3,277,61.0,33.55,61.0,33.55,56.0,30.8,61.285714285714285
Hyderabad,2024-10-04,68.0,37.4,73.44,56.44,77.52,0.71,64.6,10,4,278,65.0,35.75,76.0,41.8,49.0,26.95,64.0
Hyderabad,2024-10-05,67.0,36.85,72.36,55.61,76.38,0.7,63.65,10,5,279,68.0,37.4,61.0,33.55,54.0,29.7,65.85714285714286
Hyderabad,2024-10-06,88.0,48.4,95.04,73.04,100.32,0.92,83.6,10,6,280,67.0,36.85,65.0,35.75,63.0,34.65,69.42857142857143
